(12, 32) (0, 1) (0, 30) 
(7, 33) (0, 1) (2, 29) 
(7, 33) (0, 1) (2, 30) 
(7, 33) (0, 1) (1, 24) 
(7, 33) (0, 1) (1, 25) 
(7, 33) (0, 1) (1, 26) 
(7, 33) (0, 1) (1, 27) 
(7, 33) (0, 1) (1, 28) 
(7, 33) (0, 1) (1, 29) 
(7, 33) (0, 1) (1, 30) 
(7, 33) (0, 1) (0, 24) 
(7, 33) (0, 1) (0, 25) 
(7, 33) (0, 1) (0, 26) 
(7, 33) (0, 1) (0, 27) 
(7, 33) (0, 1) (0, 28) 
(7, 33) (0, 1) (0, 29) 
(7, 33) (0, 1) (0, 30) 
(6, 24) (0, 1) (0, 30) 
(6, 25) (0, 1) (3, 30) 
(6, 25) (0, 1) (2, 29) 
(6, 25) (0, 1) (2, 30) 
(6, 25) (0, 1) (1, 28) 
(6, 25) (0, 1) (1, 29) 
(6, 25) (0, 1) (1, 30) 
(6, 25) (0, 1) (0, 27) 
(6, 25) (0, 1) (0, 28) 
(6, 25) (0, 1) (0, 29) 
(6, 25) (0, 1) (0, 30) 
(6, 26) (0, 1) (6, 30) 
(6, 26) (0, 1) (4, 29) 
(6, 26) (0, 1) (4, 30) 
(6, 26) (0, 1) (3, 28) 
(6, 26) (0, 1) (3, 29) 
(6, 26) (0, 1) (3, 30) 
(6, 26) (0, 1) (2, 27) 
(6, 26) (0, 1) (2, 28) 
(6, 26) (0, 1) (2, 29) 
(6, 26) (0, 1) (2, 30) 
(6, 26) (0, 1) (1, 26) 
(6, 26) (0, 1) (1, 27) 
(6, 26) (0, 1) (1, 28) 
(6, 26) (0, 1) (1, 29) 
(6, 26) (0, 1) (1, 30) 
(6, 26) (0, 1) (0, 26) 
(6, 26) (0, 1) (0, 27) 
(6, 26) (0, 1) (0, 28) 
(6, 26) (0, 1) (0, 29) 
(6, 26) (0, 1) (0, 30) 
(6, 27) (0, 1) (6, 28) 
(6, 27) (0, 1) (6, 29) 
(6, 27) (0, 1) (6, 30) 
(6, 27) (0, 1) (4, 27) 
(6, 27) (0, 1) (4, 28) 
(6, 27) (0, 1) (4, 29) 
(6, 27) (0, 1) (4, 30) 
(6, 27) (0, 1) (3, 26) 
(6, 27) (0, 1) (3, 27) 
(6, 27) (0, 1) (3, 28) 
(6, 27) (0, 1) (3, 29) 
(6, 27) (0, 1) (3, 30) 
(6, 27) (0, 1) (2, 26) 
(6, 27) (0, 1) (2, 27) 
(6, 27) (0, 1) (2, 28) 
(6, 27) (0, 1) (2, 29) 
(6, 27) (0, 1) (2, 30) 
(6, 27) (0, 1) (1, 26) 
(6, 27) (0, 1) (1, 27) 
(6, 27) (0, 1) (1, 28) 
(6, 27) (0, 1) (1, 29) 
(6, 27) (0, 1) (1, 30) 
(6, 27) (0, 1) (0, 25) 
(6, 27) (0, 1) (0, 26) 
(6, 27) (0, 1) (0, 27) 
(6, 27) (0, 1) (0, 28) 
(6, 27) (0, 1) (0, 29) 
(6, 27) (0, 1) (0, 30) 
(6, 28) (0, 1) (6, 27) 
(6, 28) (0, 1) (6, 28) 
(6, 28) (0, 1) (6, 29) 
(6, 28) (0, 1) (6, 30) 
(6, 28) (0, 1) (5, 26) 
(6, 28) (0, 1) (5, 27) 
(6, 28) (0, 1) (5, 28) 
(6, 28) (0, 1) (5, 29) 
(6, 28) (0, 1) (5, 30) 
(6, 28) (0, 1) (4, 26) 
(6, 28) (0, 1) (4, 27) 
(6, 28) (0, 1) (4, 28) 
(6, 28) (0, 1) (4, 29) 
(6, 28) (0, 1) (4, 30) 
(6, 28) (0, 1) (3, 26) 
(6, 28) (0, 1) (3, 27) 
(6, 28) (0, 1) (3, 28) 
(6, 28) (0, 1) (3, 29) 
(6, 28) (0, 1) (3, 30) 
(6, 28) (0, 1) (2, 25) 
(6, 28) (0, 1) (2, 26) 
(6, 28) (0, 1) (2, 27) 
(6, 28) (0, 1) (2, 28) 
(6, 28) (0, 1) (2, 29) 
(6, 28) (0, 1) (2, 30) 
(6, 28) (0, 1) (1, 25) 
(6, 28) (0, 1) (1, 26) 
(6, 28) (0, 1) (1, 27) 
(6, 28) (0, 1) (1, 28) 
(6, 28) (0, 1) (1, 29) 
(6, 28) (0, 1) (1, 30) 
(6, 28) (0, 1) (0, 25) 
(6, 28) (0, 1) (0, 26) 
(6, 28) (0, 1) (0, 27) 
(6, 28) (0, 1) (0, 28) 
(6, 28) (0, 1) (0, 29) 
(6, 28) (0, 1) (0, 30) 
(6, 29) (0, 1) (7, 30) 
(6, 29) (0, 1) (6, 26) 
(6, 29) (0, 1) (6, 27) 
(6, 29) (0, 1) (6, 28) 
(6, 29) (0, 1) (6, 29) 
(6, 29) (0, 1) (6, 30) 
(6, 29) (0, 1) (5, 26) 
(6, 29) (0, 1) (5, 27) 
(6, 29) (0, 1) (5, 28) 
(6, 29) (0, 1) (5, 29) 
(6, 29) (0, 1) (5, 30) 
(6, 29) (0, 1) (4, 26) 
(6, 29) (0, 1) (4, 27) 
(6, 29) (0, 1) (4, 28) 
(6, 29) (0, 1) (4, 29) 
(6, 29) (0, 1) (4, 30) 
(6, 29) (0, 1) (3, 25) 
(6, 29) (0, 1) (3, 26) 
(6, 29) (0, 1) (3, 27) 
(6, 29) (0, 1) (3, 28) 
(6, 29) (0, 1) (3, 29) 
(6, 29) (0, 1) (3, 30) 
(6, 29) (0, 1) (2, 25) 
(6, 29) (0, 1) (2, 26) 
(6, 29) (0, 1) (2, 27) 
(6, 29) (0, 1) (2, 28) 
(6, 29) (0, 1) (2, 29) 
(6, 29) (0, 1) (2, 30) 
(6, 29) (0, 1) (1, 25) 
(6, 29) (0, 1) (1, 26) 
(6, 29) (0, 1) (1, 27) 
(6, 29) (0, 1) (1, 28) 
(6, 29) (0, 1) (1, 29) 
(6, 29) (0, 1) (1, 30) 
(6, 29) (0, 1) (0, 24) 
(6, 29) (0, 1) (0, 25) 
(6, 29) (0, 1) (0, 26) 
(6, 29) (0, 1) (0, 27) 
(6, 29) (0, 1) (0, 28) 
(6, 29) (0, 1) (0, 29) 
(6, 29) (0, 1) (0, 30) 
(6, 30) (0, 1) (7, 29) 
(6, 30) (0, 1) (7, 30) 
(6, 30) (0, 1) (6, 26) 
(6, 30) (0, 1) (6, 27) 
(6, 30) (0, 1) (6, 28) 
(6, 30) (0, 1) (6, 29) 
(6, 30) (0, 1) (6, 30) 
(6, 30) (0, 1) (5, 26) 
(6, 30) (0, 1) (5, 27) 
(6, 30) (0, 1) (5, 28) 
(6, 30) (0, 1) (5, 29) 
(6, 30) (0, 1) (5, 30) 
(6, 30) (0, 1) (4, 25) 
(6, 30) (0, 1) (4, 26) 
(6, 30) (0, 1) (4, 27) 
(6, 30) (0, 1) (4, 28) 
(6, 30) (0, 1) (4, 29) 
(6, 30) (0, 1) (4, 30) 
(6, 30) (0, 1) (3, 25) 
(6, 30) (0, 1) (3, 26) 
(6, 30) (0, 1) (3, 27) 
(6, 30) (0, 1) (3, 28) 
(6, 30) (0, 1) (3, 29) 
(6, 30) (0, 1) (3, 30) 
(6, 30) (0, 1) (2, 25) 
(6, 30) (0, 1) (2, 26) 
(6, 30) (0, 1) (2, 27) 
(6, 30) (0, 1) (2, 28) 
(6, 30) (0, 1) (2, 29) 
(6, 30) (0, 1) (2, 30) 
(6, 30) (0, 1) (1, 24) 
(6, 30) (0, 1) (1, 25) 
(6, 30) (0, 1) (1, 26) 
(6, 30) (0, 1) (1, 27) 
(6, 30) (0, 1) (1, 28) 
(6, 30) (0, 1) (1, 29) 
(6, 30) (0, 1) (1, 30) 
(6, 30) (0, 1) (0, 24) 
(6, 30) (0, 1) (0, 25) 
(6, 30) (0, 1) (0, 26) 
(6, 30) (0, 1) (0, 27) 
(6, 30) (0, 1) (0, 28) 
(6, 30) (0, 1) (0, 29) 
(6, 30) (0, 1) (0, 30) 
(6, 31) (0, 1) (8, 30) 
(6, 31) (0, 1) (7, 28) 
(6, 31) (0, 1) (7, 29) 
(6, 31) (0, 1) (7, 30) 
(6, 31) (0, 1) (6, 26) 
(6, 31) (0, 1) (6, 27) 
(6, 31) (0, 1) (6, 28) 
(6, 31) (0, 1) (6, 29) 
(6, 31) (0, 1) (6, 30) 
(6, 31) (0, 1) (5, 25) 
(6, 31) (0, 1) (5, 26) 
(6, 31) (0, 1) (5, 27) 
(6, 31) (0, 1) (5, 28) 
(6, 31) (0, 1) (5, 29) 
(6, 31) (0, 1) (5, 30) 
(6, 31) (0, 1) (4, 25) 
(6, 31) (0, 1) (4, 26) 
(6, 31) (0, 1) (4, 27) 
(6, 31) (0, 1) (4, 28) 
(6, 31) (0, 1) (4, 29) 
(6, 31) (0, 1) (4, 30) 
(6, 31) (0, 1) (3, 25) 
(6, 31) (0, 1) (3, 26) 
(6, 31) (0, 1) (3, 27) 
(6, 31) (0, 1) (3, 28) 
(6, 31) (0, 1) (3, 29) 
(6, 31) (0, 1) (3, 30) 
(6, 31) (0, 1) (2, 24) 
(6, 31) (0, 1) (2, 25) 
(6, 31) (0, 1) (2, 26) 
(6, 31) (0, 1) (2, 27) 
(6, 31) (0, 1) (2, 28) 
(6, 31) (0, 1) (2, 29) 
(6, 31) (0, 1) (2, 30) 
(6, 31) (0, 1) (1, 24) 
(6, 31) (0, 1) (1, 25) 
(6, 31) (0, 1) (1, 26) 
(6, 31) (0, 1) (1, 27) 
(6, 31) (0, 1) (1, 28) 
(6, 31) (0, 1) (1, 29) 
(6, 31) (0, 1) (1, 30) 
(6, 31) (0, 1) (0, 24) 
(6, 31) (0, 1) (0, 25) 
(6, 31) (0, 1) (0, 26) 
(6, 31) (0, 1) (0, 27) 
(6, 31) (0, 1) (0, 28) 
(6, 31) (0, 1) (0, 29) 
(6, 31) (0, 1) (0, 30) 
(6, 32) (0, 1) (8, 30) 
(6, 32) (0, 1) (7, 28) 
(6, 32) (0, 1) (7, 29) 
(6, 32) (0, 1) (7, 30) 
(6, 32) (0, 1) (6, 25) 
(6, 32) (0, 1) (6, 26) 
(6, 32) (0, 1) (6, 27) 
(6, 32) (0, 1) (6, 28) 
(6, 32) (0, 1) (6, 29) 
(6, 32) (0, 1) (6, 30) 
(6, 32) (0, 1) (5, 25) 
(6, 32) (0, 1) (5, 26) 
(6, 32) (0, 1) (5, 27) 
(6, 32) (0, 1) (5, 28) 
(6, 32) (0, 1) (5, 29) 
(6, 32) (0, 1) (5, 30) 
(6, 32) (0, 1) (4, 25) 
(6, 32) (0, 1) (4, 26) 
(6, 32) (0, 1) (4, 27) 
(6, 32) (0, 1) (4, 28) 
(6, 32) (0, 1) (4, 29) 
(6, 32) (0, 1) (4, 30) 
(6, 32) (0, 1) (3, 24) 
(6, 32) (0, 1) (3, 25) 
(6, 32) (0, 1) (3, 26) 
(6, 32) (0, 1) (3, 27) 
(6, 32) (0, 1) (3, 28) 
(6, 32) (0, 1) (3, 29) 
(6, 32) (0, 1) (3, 30) 
(6, 32) (0, 1) (2, 24) 
(6, 32) (0, 1) (2, 25) 
(6, 32) (0, 1) (2, 26) 
(6, 32) (0, 1) (2, 27) 
(6, 32) (0, 1) (2, 28) 
(6, 32) (0, 1) (2, 29) 
(6, 32) (0, 1) (2, 30) 
(6, 32) (0, 1) (1, 24) 
(6, 32) (0, 1) (1, 25) 
(6, 32) (0, 1) (1, 26) 
(6, 32) (0, 1) (1, 27) 
(6, 32) (0, 1) (1, 28) 
(6, 32) (0, 1) (1, 29) 
(6, 32) (0, 1) (1, 30) 
(6, 32) (0, 1) (0, 24) 
(6, 32) (0, 1) (0, 25) 
(6, 32) (0, 1) (0, 26) 
(6, 32) (0, 1) (0, 27) 
(6, 32) (0, 1) (0, 28) 
(6, 32) (0, 1) (0, 29) 
(6, 32) (0, 1) (0, 30) 
(6, 33) (0, 1) (8, 29) 
(6, 33) (0, 1) (8, 30) 
(6, 33) (0, 1) (7, 27) 
(6, 33) (0, 1) (7, 28) 
(6, 33) (0, 1) (7, 29) 
(6, 33) (0, 1) (7, 30) 
(6, 33) (0, 1) (6, 25) 
(6, 33) (0, 1) (6, 26) 
(6, 33) (0, 1) (6, 27) 
(6, 33) (0, 1) (6, 28) 
(6, 33) (0, 1) (6, 29) 
(6, 33) (0, 1) (6, 30) 
(6, 33) (0, 1) (5, 25) 
(6, 33) (0, 1) (5, 26) 
(6, 33) (0, 1) (5, 27) 
(6, 33) (0, 1) (5, 28) 
(6, 33) (0, 1) (5, 29) 
(6, 33) (0, 1) (5, 30) 
(6, 33) (0, 1) (4, 25) 
(6, 33) (0, 1) (4, 26) 
(6, 33) (0, 1) (4, 27) 
(6, 33) (0, 1) (4, 28) 
(6, 33) (0, 1) (4, 29) 
(6, 33) (0, 1) (4, 30) 
(6, 33) (0, 1) (3, 24) 
(6, 33) (0, 1) (3, 25) 
(6, 33) (0, 1) (3, 26) 
(6, 33) (0, 1) (3, 27) 
(6, 33) (0, 1) (3, 28) 
(6, 33) (0, 1) (3, 29) 
(6, 33) (0, 1) (3, 30) 
(6, 33) (0, 1) (2, 24) 
(6, 33) (0, 1) (2, 25) 
(6, 33) (0, 1) (2, 26) 
(6, 33) (0, 1) (2, 27) 
(6, 33) (0, 1) (2, 28) 
(6, 33) (0, 1) (2, 29) 
(6, 33) (0, 1) (2, 30) 
(6, 33) (0, 1) (1, 24) 
(6, 33) (0, 1) (1, 25) 
(6, 33) (0, 1) (1, 26) 
(6, 33) (0, 1) (1, 27) 
(6, 33) (0, 1) (1, 28) 
(6, 33) (0, 1) (1, 29) 
(6, 33) (0, 1) (1, 30) 
(6, 33) (0, 1) (0, 23) 
(6, 33) (0, 1) (0, 24) 
(6, 33) (0, 1) (0, 25) 
(6, 33) (0, 1) (0, 26) 
(6, 33) (0, 1) (0, 27) 
(6, 33) (0, 1) (0, 28) 
(6, 33) (0, 1) (0, 29) 
(6, 33) (0, 1) (0, 30) 
(5, 24) (0, 1) (0, 30) 
(5, 25) (0, 1) (4, 30) 
(5, 25) (0, 1) (3, 29) 
(5, 25) (0, 1) (3, 30) 
(5, 25) (0, 1) (2, 28) 
(5, 25) (0, 1) (2, 29) 
(5, 25) (0, 1) (2, 30) 
(5, 25) (0, 1) (1, 28) 
(5, 25) (0, 1) (1, 29) 
(5, 25) (0, 1) (1, 30) 
(5, 25) (0, 1) (0, 26) 
(5, 25) (0, 1) (0, 27) 
(5, 25) (0, 1) (0, 28) 
(5, 25) (0, 1) (0, 29) 
(5, 25) (0, 1) (0, 30) 
(5, 26) (0, 1) (6, 29) 
(5, 26) (0, 1) (6, 30) 
(5, 26) (0, 1) (4, 28) 
(5, 26) (0, 1) (4, 29) 
(5, 26) (0, 1) (4, 30) 
(5, 26) (0, 1) (3, 27) 
(5, 26) (0, 1) (3, 28) 
(5, 26) (0, 1) (3, 29) 
(5, 26) (0, 1) (3, 30) 
(5, 26) (0, 1) (2, 26) 
(5, 26) (0, 1) (2, 27) 
(5, 26) (0, 1) (2, 28) 
(5, 26) (0, 1) (2, 29) 
(5, 26) (0, 1) (2, 30) 
(5, 26) (0, 1) (1, 26) 
(5, 26) (0, 1) (1, 27) 
(5, 26) (0, 1) (1, 28) 
(5, 26) (0, 1) (1, 29) 
(5, 26) (0, 1) (1, 30) 
(5, 26) (0, 1) (0, 26) 
(5, 26) (0, 1) (0, 27) 
(5, 26) (0, 1) (0, 28) 
(5, 26) (0, 1) (0, 29) 
(5, 26) (0, 1) (0, 30) 
(5, 27) (0, 1) (6, 27) 
(5, 27) (0, 1) (6, 28) 
(5, 27) (0, 1) (6, 29) 
(5, 27) (0, 1) (6, 30) 
(5, 27) (0, 1) (4, 26) 
(5, 27) (0, 1) (4, 27) 
(5, 27) (0, 1) (4, 28) 
(5, 27) (0, 1) (4, 29) 
(5, 27) (0, 1) (4, 30) 
(5, 27) (0, 1) (3, 26) 
(5, 27) (0, 1) (3, 27) 
(5, 27) (0, 1) (3, 28) 
(5, 27) (0, 1) (3, 29) 
(5, 27) (0, 1) (3, 30) 
(5, 27) (0, 1) (2, 26) 
(5, 27) (0, 1) (2, 27) 
(5, 27) (0, 1) (2, 28) 
(5, 27) (0, 1) (2, 29) 
(5, 27) (0, 1) (2, 30) 
(5, 27) (0, 1) (1, 25) 
(5, 27) (0, 1) (1, 26) 
(5, 27) (0, 1) (1, 27) 
(5, 27) (0, 1) (1, 28) 
(5, 27) (0, 1) (1, 29) 
(5, 27) (0, 1) (1, 30) 
(5, 27) (0, 1) (0, 25) 
(5, 27) (0, 1) (0, 26) 
(5, 27) (0, 1) (0, 27) 
(5, 27) (0, 1) (0, 28) 
(5, 27) (0, 1) (0, 29) 
(5, 27) (0, 1) (0, 30) 
(5, 28) (0, 1) (7, 30) 
(5, 28) (0, 1) (6, 26) 
(5, 28) (0, 1) (6, 27) 
(5, 28) (0, 1) (6, 28) 
(5, 28) (0, 1) (6, 29) 
(5, 28) (0, 1) (6, 30) 
(5, 28) (0, 1) (5, 26) 
(5, 28) (0, 1) (5, 27) 
(5, 28) (0, 1) (5, 28) 
(5, 28) (0, 1) (5, 29) 
(5, 28) (0, 1) (5, 30) 
(5, 28) (0, 1) (4, 26) 
(5, 28) (0, 1) (4, 27) 
(5, 28) (0, 1) (4, 28) 
(5, 28) (0, 1) (4, 29) 
(5, 28) (0, 1) (4, 30) 
(5, 28) (0, 1) (3, 25) 
(5, 28) (0, 1) (3, 26) 
(5, 28) (0, 1) (3, 27) 
(5, 28) (0, 1) (3, 28) 
(5, 28) (0, 1) (3, 29) 
(5, 28) (0, 1) (3, 30) 
(5, 28) (0, 1) (2, 25) 
(5, 28) (0, 1) (2, 26) 
(5, 28) (0, 1) (2, 27) 
(5, 28) (0, 1) (2, 28) 
(5, 28) (0, 1) (2, 29) 
(5, 28) (0, 1) (2, 30) 
(5, 28) (0, 1) (1, 25) 
(5, 28) (0, 1) (1, 26) 
(5, 28) (0, 1) (1, 27) 
(5, 28) (0, 1) (1, 28) 
(5, 28) (0, 1) (1, 29) 
(5, 28) (0, 1) (1, 30) 
(5, 28) (0, 1) (0, 24) 
(5, 28) (0, 1) (0, 25) 
(5, 28) (0, 1) (0, 26) 
(5, 28) (0, 1) (0, 27) 
(5, 28) (0, 1) (0, 28) 
(5, 28) (0, 1) (0, 29) 
(5, 28) (0, 1) (0, 30) 
(5, 29) (0, 1) (7, 29) 
(5, 29) (0, 1) (7, 30) 
(5, 29) (0, 1) (6, 26) 
(5, 29) (0, 1) (6, 27) 
(5, 29) (0, 1) (6, 28) 
(5, 29) (0, 1) (6, 29) 
(5, 29) (0, 1) (6, 30) 
(5, 29) (0, 1) (5, 26) 
(5, 29) (0, 1) (5, 27) 
(5, 29) (0, 1) (5, 28) 
(5, 29) (0, 1) (5, 29) 
(5, 29) (0, 1) (5, 30) 
(5, 29) (0, 1) (4, 25) 
(5, 29) (0, 1) (4, 26) 
(5, 29) (0, 1) (4, 27) 
(5, 29) (0, 1) (4, 28) 
(5, 29) (0, 1) (4, 29) 
(5, 29) (0, 1) (4, 30) 
(5, 29) (0, 1) (3, 25) 
(5, 29) (0, 1) (3, 26) 
(5, 29) (0, 1) (3, 27) 
(5, 29) (0, 1) (3, 28) 
(5, 29) (0, 1) (3, 29) 
(5, 29) (0, 1) (3, 30) 
(5, 29) (0, 1) (2, 25) 
(5, 29) (0, 1) (2, 26) 
(5, 29) (0, 1) (2, 27) 
(5, 29) (0, 1) (2, 28) 
(5, 29) (0, 1) (2, 29) 
(5, 29) (0, 1) (2, 30) 
(5, 29) (0, 1) (1, 24) 
(5, 29) (0, 1) (1, 25) 
(5, 29) (0, 1) (1, 26) 
(5, 29) (0, 1) (1, 27) 
(5, 29) (0, 1) (1, 28) 
(5, 29) (0, 1) (1, 29) 
(5, 29) (0, 1) (1, 30) 
(5, 29) (0, 1) (0, 24) 
(5, 29) (0, 1) (0, 25) 
(5, 29) (0, 1) (0, 26) 
(5, 29) (0, 1) (0, 27) 
(5, 29) (0, 1) (0, 28) 
(5, 29) (0, 1) (0, 29) 
(5, 29) (0, 1) (0, 30) 
(5, 30) (0, 1) (8, 30) 
(5, 30) (0, 1) (7, 28) 
(5, 30) (0, 1) (7, 29) 
(5, 30) (0, 1) (7, 30) 
(5, 30) (0, 1) (6, 26) 
(5, 30) (0, 1) (6, 27) 
(5, 30) (0, 1) (6, 28) 
(5, 30) (0, 1) (6, 29) 
(5, 30) (0, 1) (6, 30) 
(5, 30) (0, 1) (5, 25) 
(5, 30) (0, 1) (5, 26) 
(5, 30) (0, 1) (5, 27) 
(5, 30) (0, 1) (5, 28) 
(5, 30) (0, 1) (5, 29) 
(5, 30) (0, 1) (5, 30) 
(5, 30) (0, 1) (4, 25) 
(5, 30) (0, 1) (4, 26) 
(5, 30) (0, 1) (4, 27) 
(5, 30) (0, 1) (4, 28) 
(5, 30) (0, 1) (4, 29) 
(5, 30) (0, 1) (4, 30) 
(5, 30) (0, 1) (3, 25) 
(5, 30) (0, 1) (3, 26) 
(5, 30) (0, 1) (3, 27) 
(5, 30) (0, 1) (3, 28) 
(5, 30) (0, 1) (3, 29) 
(5, 30) (0, 1) (3, 30) 
(5, 30) (0, 1) (2, 24) 
(5, 30) (0, 1) (2, 25) 
(5, 30) (0, 1) (2, 26) 
(5, 30) (0, 1) (2, 27) 
(5, 30) (0, 1) (2, 28) 
(5, 30) (0, 1) (2, 29) 
(5, 30) (0, 1) (2, 30) 
(5, 30) (0, 1) (1, 24) 
(5, 30) (0, 1) (1, 25) 
(5, 30) (0, 1) (1, 26) 
(5, 30) (0, 1) (1, 27) 
(5, 30) (0, 1) (1, 28) 
(5, 30) (0, 1) (1, 29) 
(5, 30) (0, 1) (1, 30) 
(5, 30) (0, 1) (0, 24) 
(5, 30) (0, 1) (0, 25) 
(5, 30) (0, 1) (0, 26) 
(5, 30) (0, 1) (0, 27) 
(5, 30) (0, 1) (0, 28) 
(5, 30) (0, 1) (0, 29) 
(5, 30) (0, 1) (0, 30) 
(5, 31) (0, 1) (8, 30) 
(5, 31) (0, 1) (7, 28) 
(5, 31) (0, 1) (7, 29) 
(5, 31) (0, 1) (7, 30) 
(5, 31) (0, 1) (6, 25) 
(5, 31) (0, 1) (6, 26) 
(5, 31) (0, 1) (6, 27) 
(5, 31) (0, 1) (6, 28) 
(5, 31) (0, 1) (6, 29) 
(5, 31) (0, 1) (6, 30) 
(5, 31) (0, 1) (5, 25) 
(5, 31) (0, 1) (5, 26) 
(5, 31) (0, 1) (5, 27) 
(5, 31) (0, 1) (5, 28) 
(5, 31) (0, 1) (5, 29) 
(5, 31) (0, 1) (5, 30) 
(5, 31) (0, 1) (4, 25) 
(5, 31) (0, 1) (4, 26) 
(5, 31) (0, 1) (4, 27) 
(5, 31) (0, 1) (4, 28) 
(5, 31) (0, 1) (4, 29) 
(5, 31) (0, 1) (4, 30) 
(5, 31) (0, 1) (3, 24) 
(5, 31) (0, 1) (3, 25) 
(5, 31) (0, 1) (3, 26) 
(5, 31) (0, 1) (3, 27) 
(5, 31) (0, 1) (3, 28) 
(5, 31) (0, 1) (3, 29) 
(5, 31) (0, 1) (3, 30) 
(5, 31) (0, 1) (2, 24) 
(5, 31) (0, 1) (2, 25) 
(5, 31) (0, 1) (2, 26) 
(5, 31) (0, 1) (2, 27) 
(5, 31) (0, 1) (2, 28) 
(5, 31) (0, 1) (2, 29) 
(5, 31) (0, 1) (2, 30) 
(5, 31) (0, 1) (1, 24) 
(5, 31) (0, 1) (1, 25) 
(5, 31) (0, 1) (1, 26) 
(5, 31) (0, 1) (1, 27) 
(5, 31) (0, 1) (1, 28) 
(5, 31) (0, 1) (1, 29) 
(5, 31) (0, 1) (1, 30) 
(5, 31) (0, 1) (0, 24) 
(5, 31) (0, 1) (0, 25) 
(5, 31) (0, 1) (0, 26) 
(5, 31) (0, 1) (0, 27) 
(5, 31) (0, 1) (0, 28) 
(5, 31) (0, 1) (0, 29) 
(5, 31) (0, 1) (0, 30) 
(5, 32) (0, 1) (8, 29) 
(5, 32) (0, 1) (8, 30) 
(5, 32) (0, 1) (7, 27) 
(5, 32) (0, 1) (7, 28) 
(5, 32) (0, 1) (7, 29) 
(5, 32) (0, 1) (7, 30) 
(5, 32) (0, 1) (6, 25) 
(5, 32) (0, 1) (6, 26) 
(5, 32) (0, 1) (6, 27) 
(5, 32) (0, 1) (6, 28) 
(5, 32) (0, 1) (6, 29) 
(5, 32) (0, 1) (6, 30) 
(5, 32) (0, 1) (5, 25) 
(5, 32) (0, 1) (5, 26) 
(5, 32) (0, 1) (5, 27) 
(5, 32) (0, 1) (5, 28) 
(5, 32) (0, 1) (5, 29) 
(5, 32) (0, 1) (5, 30) 
(5, 32) (0, 1) (4, 25) 
(5, 32) (0, 1) (4, 26) 
(5, 32) (0, 1) (4, 27) 
(5, 32) (0, 1) (4, 28) 
(5, 32) (0, 1) (4, 29) 
(5, 32) (0, 1) (4, 30) 
(5, 32) (0, 1) (3, 24) 
(5, 32) (0, 1) (3, 25) 
(5, 32) (0, 1) (3, 26) 
(5, 32) (0, 1) (3, 27) 
(5, 32) (0, 1) (3, 28) 
(5, 32) (0, 1) (3, 29) 
(5, 32) (0, 1) (3, 30) 
(5, 32) (0, 1) (2, 24) 
(5, 32) (0, 1) (2, 25) 
(5, 32) (0, 1) (2, 26) 
(5, 32) (0, 1) (2, 27) 
(5, 32) (0, 1) (2, 28) 
(5, 32) (0, 1) (2, 29) 
(5, 32) (0, 1) (2, 30) 
(5, 32) (0, 1) (1, 24) 
(5, 32) (0, 1) (1, 25) 
(5, 32) (0, 1) (1, 26) 
(5, 32) (0, 1) (1, 27) 
(5, 32) (0, 1) (1, 28) 
(5, 32) (0, 1) (1, 29) 
(5, 32) (0, 1) (1, 30) 
(5, 32) (0, 1) (0, 23) 
(5, 32) (0, 1) (0, 24) 
(5, 32) (0, 1) (0, 25) 
(5, 32) (0, 1) (0, 26) 
(5, 32) (0, 1) (0, 27) 
(5, 32) (0, 1) (0, 28) 
(5, 32) (0, 1) (0, 29) 
(5, 32) (0, 1) (0, 30) 
(5, 33) (0, 1) (8, 28) 
(5, 33) (0, 1) (8, 29) 
(5, 33) (0, 1) (8, 30) 
(5, 33) (0, 1) (7, 26) 
(5, 33) (0, 1) (7, 27) 
(5, 33) (0, 1) (7, 28) 
(5, 33) (0, 1) (7, 29) 
(5, 33) (0, 1) (7, 30) 
(5, 33) (0, 1) (6, 25) 
(5, 33) (0, 1) (6, 26) 
(5, 33) (0, 1) (6, 27) 
(5, 33) (0, 1) (6, 28) 
(5, 33) (0, 1) (6, 29) 
(5, 33) (0, 1) (6, 30) 
(5, 33) (0, 1) (5, 25) 
(5, 33) (0, 1) (5, 26) 
(5, 33) (0, 1) (5, 27) 
(5, 33) (0, 1) (5, 28) 
(5, 33) (0, 1) (5, 29) 
(5, 33) (0, 1) (5, 30) 
(5, 33) (0, 1) (4, 24) 
(5, 33) (0, 1) (4, 25) 
(5, 33) (0, 1) (4, 26) 
(5, 33) (0, 1) (4, 27) 
(5, 33) (0, 1) (4, 28) 
(5, 33) (0, 1) (4, 29) 
(5, 33) (0, 1) (4, 30) 
(5, 33) (0, 1) (3, 24) 
(5, 33) (0, 1) (3, 25) 
(5, 33) (0, 1) (3, 26) 
(5, 33) (0, 1) (3, 27) 
(5, 33) (0, 1) (3, 28) 
(5, 33) (0, 1) (3, 29) 
(5, 33) (0, 1) (3, 30) 
(5, 33) (0, 1) (2, 24) 
(5, 33) (0, 1) (2, 25) 
(5, 33) (0, 1) (2, 26) 
(5, 33) (0, 1) (2, 27) 
(5, 33) (0, 1) (2, 28) 
(5, 33) (0, 1) (2, 29) 
(5, 33) (0, 1) (2, 30) 
(5, 33) (0, 1) (1, 24) 
(5, 33) (0, 1) (1, 25) 
(5, 33) (0, 1) (1, 26) 
(5, 33) (0, 1) (1, 27) 
